"","Area","MajorAxisLength","MinorAxisLength","Eccentricity","ConvexArea","Extent","Perimeter","Class"
"38",54182,366.0666742,192.013274,0.851391425,56450,0.611417674,968.729,"Kecimen"
"39",77468,405.9365937,245.9897977,0.795479241,79220,0.721545397,1100.676,"Kecimen"
"40",49882,287.2643272,222.1858727,0.633851884,50880,0.766377827,843.764,"Kecimen"
"41",95245,397.094114,307.2739224,0.633422315,97988,0.75304396,1201.39,"Kecimen"
"42",71464,364.1030896,253.7969272,0.717025543,73265,0.715484271,1036.94,"Kecimen"
"43",77055,375.2501319,262.8124219,0.713783938,79255,0.732267077,1095.283,"Kecimen"
"44",92384,368.4062138,320.7145792,0.492086934,93772,0.749006827,1135.662,"Kecimen"
"45",77310,436.5298989,228.2803725,0.852367489,80138,0.631720869,1141.189,"Kecimen"
"46",57580,330.2283748,232.0553872,0.711474579,60232,0.645103465,992.114,"Kecimen"
"47",69708,375.4472798,239.1327753,0.770923534,71321,0.727177893,1022.568,"Kecimen"
"48",41502,260.5126753,205.8650238,0.612809911,43114,0.824319225,790.427,"Kecimen"
"49",45800,330.0086832,181.6658648,0.834842987,47802,0.732682771,870.387,"Kecimen"
"51",44939,317.6167119,183.3152147,0.816632082,46400,0.656177905,845.786,"Kecimen"
"52",114648,508.1289326,288.9539812,0.822570794,118314,0.681904966,1340.897,"Kecimen"
"54",45683,333.2625321,177.7720961,0.845844473,48787,0.634230657,901.102,"Kecimen"
"55",111450,478.3109708,298.630592,0.781149506,113256,0.690092879,1298.188,"Kecimen"
"56",47581,306.8118747,203.097502,0.749538262,49203,0.667775392,861.58,"Kecimen"
"57",57127,311.6445775,238.6419206,0.643138024,59943,0.693625546,952.023,"Kecimen"
"60",25387,225.629541,144.618672,0.767577386,26139,0.678144032,619.074,"Kecimen"
"61",66774,348.5579747,246.4762569,0.707082253,69097,0.692446491,1003.374,"Kecimen"
"62",47839,312.6013291,198.7512989,0.771855496,50166,0.702770596,868.06,"Kecimen"
"63",78571,443.8222908,228.7576146,0.856934002,81718,0.642192762,1157.33,"Kecimen"
"64",64717,342.5767105,245.7320369,0.696759162,66649,0.66254095,997.989,"Kecimen"
"66",59370,345.9492049,221.9219567,0.767133811,61464,0.697485902,981.517,"Kecimen"
"70",71595,387.3096951,236.7511846,0.791421357,74045,0.718536732,1069.77,"Kecimen"
"72",60449,383.8002498,208.1687832,0.840127895,64346,0.67634488,1054.198,"Kecimen"
"74",68520,373.235638,237.0415232,0.772430874,70759,0.712858926,1049.093,"Kecimen"
"75",52731,309.9772864,219.7253525,0.70536589,54438,0.695879962,894.48,"Kecimen"
"76",50570,311.3447951,208.3178983,0.74318078,51743,0.720863268,873.777,"Kecimen"
"77",75825,391.2043013,248.5002712,0.772332349,77437,0.745370006,1081.339,"Kecimen"
"78",42637,293.4295802,189.4321576,0.763692969,44052,0.725119048,814.182,"Kecimen"
"79",76984,425.0481856,233.9734424,0.834859339,78641,0.758754595,1091.754,"Kecimen"
"80",47851,323.1525189,191.6109615,0.805244577,49187,0.773237024,860.402,"Kecimen"
"81",51220,328.6476055,202.5088754,0.787598712,52903,0.692470967,896.728,"Kecimen"
"82",53890,331.0863197,216.5794558,0.756366569,57109,0.704444444,957.132,"Kecimen"
"83",58650,346.3389582,219.6843649,0.773083296,62380,0.660287081,991.612,"Kecimen"
"85",77587,396.8075663,251.9449198,0.772569894,79970,0.703864647,1100.836,"Kecimen"
"86",180898,843.9566534,323.1905688,0.923770364,221396,0.454188929,2253.557,"Kecimen"
"90",49059,301.8003982,210.4672152,0.716709132,50835,0.698607314,867.582,"Kecimen"
"91",53896,319.0720226,217.6957013,0.731093185,55392,0.745944749,889.626,"Kecimen"
"92",56469,325.341425,225.1150238,0.721960082,58697,0.685736144,933.896,"Kecimen"
"93",85156,422.2791325,260.2106227,0.7875856,87057,0.702560887,1140.684,"Kecimen"
"94",67044,361.2553722,238.2264457,0.751756706,68626,0.756943504,989.016,"Kecimen"
"95",52243,331.4511469,206.7595988,0.781583108,55774,0.714434188,934.547,"Kecimen"
"96",38968,269.4020207,185.7275682,0.724374455,40147,0.737583283,769.242,"Kecimen"
"98",59282,329.2425655,233.7746492,0.704163616,60580,0.725925745,920.573,"Kecimen"
"99",48177,305.784503,202.4661938,0.74939737,49877,0.677642591,860.548,"Kecimen"
"100",74904,342.8963104,280.1155681,0.57676457,75898,0.731741628,1012.365,"Kecimen"
"101",81581,424.2783146,245.5074738,0.81557794,83143,0.762382252,1114.736,"Kecimen"
"102",57820,376.1911744,199.7971077,0.847305856,59968,0.714780201,978.85,"Kecimen"
"103",57808,309.9716571,241.3665105,0.627430162,58954,0.710346522,911.857,"Kecimen"
"105",59459,347.1551548,222.109478,0.768542385,61585,0.709619286,966.329,"Kecimen"
"108",68864,343.6762094,261.9884386,0.64720992,71726,0.698347024,1035.022,"Kecimen"
"109",82826,396.7059122,269.7628551,0.733205484,84981,0.745434745,1115.811,"Kecimen"
"110",65396,331.5384446,253.2429662,0.645403364,66783,0.764829716,975.425,"Kecimen"
"112",44367,322.5040186,176.7089727,0.836525515,46531,0.732999603,883.973,"Kecimen"
"113",51448,328.289568,202.1603698,0.787903331,52772,0.704805743,877.799,"Kecimen"
"116",84129,413.0345598,261.6430865,0.773771049,86242,0.713834797,1144.973,"Kecimen"
"117",79735,410.9979193,250.2207874,0.793313932,83306,0.749044143,1154.54,"Kecimen"
"119",61492,356.4260216,224.163105,0.777470812,65298,0.690843725,1013.202,"Kecimen"
"120",79532,367.5260058,277.2241619,0.656532102,81603,0.735114151,1075.271,"Kecimen"
"121",69302,354.9636669,254.4527709,0.697235919,71843,0.701153379,1051.02,"Kecimen"
"122",52266,320.4425614,213.8574996,0.744715834,54116,0.684289081,923.19,"Kecimen"
"123",51180,288.6310651,226.6304906,0.619253764,52396,0.737442725,855.997,"Kecimen"
"124",55787,333.7034529,226.9512079,0.733120775,59520,0.688592377,977.425,"Kecimen"
"125",96064,411.2070534,303.2324524,0.675434094,99609,0.731331126,1223.904,"Kecimen"
"127",70941,326.0111541,278.1026598,0.521834977,72330,0.76010929,993.05,"Kecimen"
"128",55770,293.5806697,243.4806344,0.558731929,57633,0.740165631,900.109,"Kecimen"
"129",47478,299.8185828,205.2960945,0.72879271,48900,0.720914695,861.179,"Kecimen"
"130",88197,473.2866901,238.7384529,0.863454506,90297,0.658456829,1193.28,"Kecimen"
"131",74728,355.310549,270.7408973,0.647596035,76287,0.766676926,1048.675,"Kecimen"
"133",48894,318.0989115,197.4955028,0.783919938,50468,0.663815575,875.174,"Kecimen"
"135",53270,336.1488879,204.3070754,0.794099752,55288,0.693692051,922.011,"Kecimen"
"136",57227,354.43108,207.5949862,0.810518333,59307,0.649981827,953.496,"Kecimen"
"140",110616,461.1445532,306.899065,0.74638361,112150,0.752397666,1252.875,"Kecimen"
"141",49175,281.4314214,224.4858963,0.603110639,50672,0.727613045,845.128,"Kecimen"
"142",53698,348.2232313,197.7528973,0.823103652,56089,0.731341251,938.705,"Kecimen"
"143",73125,408.940773,231.2190014,0.824810334,75540,0.656512605,1096.751,"Kecimen"
"144",50445,308.3589121,208.8552452,0.735695738,51555,0.723225806,851.632,"Kecimen"
"146",69317,393.3989966,228.722883,0.813616588,72170,0.661674303,1066.388,"Kecimen"
"147",75314,392.6515582,246.0756721,0.779258691,77118,0.704712179,1073.768,"Kecimen"
"148",54428,339.1147492,206.6458262,0.792887194,56175,0.723391813,922.878,"Kecimen"
"149",39509,286.2315627,180.4373603,0.776279027,41446,0.722972478,790.531,"Kecimen"
"152",57980,336.312888,222.6097658,0.74958095,59311,0.777295152,925.795,"Kecimen"
"153",75114,368.730119,262.4744722,0.702348195,77454,0.740915368,1051.266,"Kecimen"
"154",78991,362.6408695,279.0908401,0.638518237,80355,0.708897225,1071.385,"Kecimen"
"155",76253,364.2255696,269.5167915,0.672637467,78443,0.724287614,1070.053,"Kecimen"
"156",83229,423.844374,253.809071,0.800879085,86345,0.653494033,1153.434,"Kecimen"
"157",45962,251.1333844,235.3680757,0.348729642,47173,0.742280362,810.195,"Kecimen"
"158",57766,344.737416,215.1097845,0.78143908,59834,0.737582676,950.721,"Kecimen"
"159",39669,252.748198,202.2643597,0.599652719,41860,0.663039663,791.464,"Kecimen"
"160",41050,316.841636,167.3283344,0.849173815,42965,0.641185842,846.833,"Kecimen"
"161",47771,311.5249871,197.090849,0.774425873,49237,0.683409393,857.776,"Kecimen"
"162",53389,301.845898,228.5166995,0.653340582,55158,0.715746997,906.666,"Kecimen"
"163",73319,392.3626656,239.1884853,0.792700937,75653,0.709568466,1075.279,"Kecimen"
"164",91831,463.3578718,257.9511277,0.830713904,95560,0.710370382,1252.762,"Kecimen"
"165",71452,397.9614266,239.7987804,0.798067621,73864,0.751833496,1101.502,"Kecimen"
"166",59970,353.0016249,219.6829418,0.782756248,61834,0.755822747,978.631,"Kecimen"
"168",41283,268.1253606,199.6354013,0.667555617,42505,0.732383622,798.515,"Kecimen"
"169",92735,436.985567,271.5787847,0.783428223,94693,0.704122154,1183.447,"Kecimen"
"170",44627,297.2593228,194.7602777,0.755467225,46921,0.67518458,848.487,"Kecimen"
"171",84260,411.3973639,262.9740989,0.769022556,85978,0.686782733,1157.001,"Kecimen"
"172",59076,350.4871954,216.6793239,0.786002573,61643,0.645498252,988.273,"Kecimen"
"175",51941,349.2261695,191.8173343,0.835648938,53893,0.708995359,912.259,"Kecimen"
"176",77161,394.2783917,253.21136,0.766524847,82746,0.671900035,1127.409,"Kecimen"
"177",85105,382.2899916,288.7584072,0.655334662,88056,0.776944987,1139.446,"Kecimen"
"178",52508,297.6969009,226.2519485,0.649914023,53588,0.756163594,862.778,"Kecimen"
"180",48693,306.5739068,204.2806212,0.745653394,50298,0.740127679,848.422,"Kecimen"
"182",67718,373.9240984,233.2332051,0.781628075,71102,0.736994471,1024.993,"Kecimen"
"184",43461,333.7059198,169.3095334,0.861733321,45669,0.677934111,867.446,"Kecimen"
"185",81546,381.3486543,273.8100991,0.696038327,82807,0.711719732,1057.448,"Kecimen"
"186",43563,296.5221609,188.1957136,0.772777753,45174,0.696283865,817.41,"Kecimen"
"187",36145,280.7576527,166.5935504,0.804928834,37401,0.812265444,747.161,"Kecimen"
"188",57741,316.4840294,234.2836291,0.672309707,58976,0.712711069,906.829,"Kecimen"
"191",78240,401.9300875,249.8313709,0.783351347,79677,0.757992637,1059.644,"Kecimen"
"192",87036,384.9699031,289.4539006,0.659291894,88336,0.727896163,1094.59,"Kecimen"
"194",79748,441.9342925,231.7175312,0.851517765,81718,0.738448432,1120.963,"Kecimen"
"196",87302,392.9101168,284.1790677,0.690568105,89605,0.73824584,1122.16,"Kecimen"
"197",69312,373.8031053,237.1945766,0.77288661,70719,0.706155633,1001.236,"Kecimen"
"198",86545,350.1278744,315.7195205,0.432307345,87512,0.785886818,1070.062,"Kecimen"
"199",59729,337.0434753,231.8092351,0.725926293,62511,0.683711081,966.438,"Kecimen"
"200",59822,336.5840696,227.9495391,0.735758503,60648,0.700286801,916.044,"Kecimen"
"201",63452,334.8459883,243.2364806,0.687258427,64925,0.735317295,945.523,"Kecimen"
"203",74763,391.227169,245.5420203,0.778519786,77508,0.686113099,1063.377,"Kecimen"
"204",73193,401.072302,235.8289934,0.808863683,75563,0.740115679,1050.909,"Kecimen"
"205",66508,344.9045201,249.0897821,0.691685086,69240,0.703014672,1001.714,"Kecimen"
"207",38585,274.4450783,180.9575592,0.751829118,39926,0.696593309,762.439,"Kecimen"
"208",61377,339.7334965,234.0242375,0.724907214,64027,0.705612526,975.553,"Kecimen"
"209",39547,259.4226253,198.4655312,0.643997206,40765,0.733384022,763.979,"Kecimen"
"210",49998,301.7807071,212.326943,0.710615819,50857,0.779294866,834.328,"Kecimen"
"211",49063,294.7482868,217.913109,0.673354968,50732,0.658811365,869.795,"Kecimen"
"212",46961,343.7885277,177.1367946,0.857040355,48476,0.61463255,891.528,"Kecimen"
"213",57271,372.6991236,196.9761351,0.848925537,58786,0.769151222,949.936,"Kecimen"
"214",58909,347.3439411,218.1227905,0.778234722,60379,0.704257176,944.879,"Kecimen"
"215",51336,321.8844382,206.1461473,0.768012151,53944,0.742600897,898.546,"Kecimen"
"217",48447,331.0510122,189.9172045,0.819079815,49996,0.625615,883.044,"Kecimen"
"218",64364,376.6624701,221.6551009,0.808518015,67510,0.654744466,1057.897,"Kecimen"
"221",45723,291.1972864,203.0202207,0.716885111,48658,0.648829289,875.764,"Kecimen"
"224",93559,438.6343535,275.5829735,0.777991385,95750,0.687069934,1198.259,"Kecimen"
"225",81916,398.326553,265.4181085,0.74565434,85615,0.663072689,1113.144,"Kecimen"
"226",79274,406.9762258,255.2178271,0.778932753,81976,0.708385459,1110.378,"Kecimen"
"227",88724,446.4304557,260.3787541,0.812295614,92630,0.656529107,1216.535,"Kecimen"
"228",65469,374.4662312,227.5389974,0.794215984,68018,0.714438491,1020.029,"Kecimen"
"229",75799,340.9827093,289.15047,0.530009681,79230,0.741100324,1065.191,"Kecimen"
"231",54219,344.2908319,204.4966891,0.804490914,56526,0.688495238,931.43,"Kecimen"
"232",52693,283.5042387,242.1139544,0.520265279,54860,0.737749216,895.745,"Kecimen"
"233",84539,441.5288902,248.3743168,0.826775225,87728,0.687577266,1169.983,"Kecimen"
"234",34559,264.5151675,168.9830565,0.769339036,36516,0.664187423,750.365,"Kecimen"
"235",49715,302.3473906,213.3645111,0.708517498,52250,0.650107229,877.43,"Kecimen"
"236",39716,243.0382802,210.1140569,0.502579995,40598,0.779432833,737.468,"Kecimen"
"237",46845,264.9672544,225.842499,0.52298617,47739,0.759090614,799.991,"Kecimen"
"239",41593,310.6748925,178.3232873,0.818864551,44753,0.572669696,870.063,"Kecimen"
"241",51145,317.3482375,211.0255917,0.746874181,53531,0.710051367,895.04,"Kecimen"
"242",43345,323.8592139,175.1857446,0.841066464,46785,0.649275753,877.02,"Kecimen"
"243",53987,331.3506586,213.1674456,0.765589944,56076,0.673221768,931.117,"Kecimen"
"244",59514,368.6379093,209.1269246,0.823513752,61469,0.755157975,968.36,"Kecimen"
"245",85739,380.3703785,288.2561589,0.652451831,87052,0.762151543,1094.576,"Kecimen"
"247",46120,300.0971584,201.2063136,0.741936124,49996,0.628971988,907.025,"Kecimen"
"251",77225,362.1373458,277.0098428,0.644113015,80872,0.732483472,1110.44,"Kecimen"
"252",45598,259.8962651,225.6562198,0.496118267,47266,0.741286253,813.276,"Kecimen"
"253",38545,283.987539,175.4205147,0.786409924,39765,0.760436395,770.59,"Kecimen"
"254",39439,246.7636115,212.635393,0.507423663,42795,0.646827284,793.005,"Kecimen"
"255",74109,416.7127171,230.5595405,0.832994182,78032,0.706459362,1095.055,"Kecimen"
"257",61463,369.3997455,213.6196205,0.81583235,63117,0.786776754,966.493,"Kecimen"
"258",43743,300.906335,185.8512318,0.786462407,44836,0.670082721,802.261,"Kecimen"
"259",73499,346.0510824,275.5139073,0.605079015,76355,0.73124602,1050.012,"Kecimen"
"263",43495,271.6466724,205.1640687,0.655424446,44535,0.754021912,785.843,"Kecimen"
"265",61235,349.0264129,226.8031,0.760091178,63504,0.718720657,974.079,"Kecimen"
"266",78883,395.1000971,256.9649659,0.759609525,80973,0.678446719,1092.709,"Kecimen"
"267",58734,367.4839462,205.0210803,0.829904913,59845,0.757476883,945.191,"Kecimen"
"268",68253,388.4547229,224.7316909,0.815662968,70347,0.746130132,1042.257,"Kecimen"
"269",62401,394.3975005,203.1386868,0.857153654,64722,0.740084919,1004.349,"Kecimen"
"270",73046,397.3381636,234.8282406,0.806669001,74242,0.690650883,1037.399,"Kecimen"
"272",84057,452.7756953,245.2199818,0.840641076,86710,0.622017819,1179.024,"Kecimen"
"273",90178,466.249387,250.1043018,0.843952802,92321,0.752003469,1180.478,"Kecimen"
"274",67883,383.1890177,233.3566734,0.793181118,70360,0.697810444,1030.869,"Kecimen"
"278",64875,393.214664,212.9548238,0.840653105,67701,0.77052354,1014.789,"Kecimen"
"279",42609,280.1490165,200.2718741,0.699251006,44944,0.673127962,840.167,"Kecimen"
"280",79510,380.7191934,267.0341186,0.712773879,81779,0.73159735,1075.307,"Kecimen"
"282",67754,349.1971378,251.6796378,0.693207597,69536,0.655261122,1032.358,"Kecimen"
"283",54842,308.2324435,227.2577315,0.67557273,55879,0.73819523,887.109,"Kecimen"
"284",78352,408.8096881,245.4408089,0.799715505,80474,0.684273038,1099.512,"Kecimen"
"285",72447,401.7420402,231.5372369,0.817214876,74481,0.709103722,1055.302,"Kecimen"
"286",58239,324.2950626,230.9972581,0.70186924,59977,0.721190282,940.22,"Kecimen"
"287",93879,409.486907,292.9160989,0.698792225,96072,0.767668921,1174.166,"Kecimen"
"288",68129,381.1754896,230.0560205,0.79733001,70141,0.65970447,1050.867,"Kecimen"
"289",74426,411.6968203,231.7495984,0.826515979,76449,0.679453706,1071.612,"Kecimen"
"290",60650,324.3616267,242.2285019,0.665065172,62580,0.721542781,941.486,"Kecimen"
"291",136340,722.8539172,311.3413551,0.902489762,176818,0.529774048,2098.263,"Kecimen"
"292",65051,381.2139503,218.2168451,0.81995626,66476,0.644356396,1002.035,"Kecimen"
"293",72219,376.6504925,249.5294544,0.749065428,74373,0.777794531,1050.221,"Kecimen"
"298",54983,292.8989067,248.4080201,0.529833692,58095,0.725273711,921.613,"Kecimen"
"299",105020,440.3896311,306.1052886,0.718934015,107423,0.714616222,1228.366,"Kecimen"
"302",57785,314.4309771,236.183035,0.660138051,58867,0.732865767,903.769,"Kecimen"
"305",61959,339.5850181,234.6979363,0.722728935,64424,0.712041464,970.754,"Kecimen"
"306",61730,376.1885565,210.6115221,0.82858974,63756,0.632188028,989.499,"Kecimen"
"307",62835,421.1693384,191.1698622,0.891051301,64406,0.786145031,1018.553,"Kecimen"
"308",52651,340.8169568,204.432884,0.800126045,56217,0.683504044,915.939,"Kecimen"
"309",67093,353.1098719,243.0010336,0.725545687,68383,0.76069161,972.971,"Kecimen"
"310",45160,270.5553766,220.1186723,0.581451809,46805,0.686071949,833.117,"Kecimen"
"311",58989,362.6681085,209.5097184,0.81625629,60916,0.732782609,950.717,"Kecimen"
"312",44007,359.3755027,161.7023657,0.893051844,48490,0.644743975,901.17,"Kecimen"
"314",38724,291.0010917,170.7762667,0.809690001,40133,0.780883243,769.691,"Kecimen"
"315",63514,368.7863065,221.2409483,0.800062704,65057,0.663844642,977.085,"Kecimen"
"318",38153,265.0402262,184.8022541,0.716817189,39564,0.682497943,754.022,"Kecimen"
"319",66094,323.1877163,261.0119111,0.589707296,67032,0.738719809,944.713,"Kecimen"
"322",55114,317.1723252,222.7534529,0.711870752,56849,0.714254241,909.604,"Kecimen"
"323",45567,278.5021961,216.7666389,0.627855296,49075,0.714070801,854.724,"Kecimen"
"325",65495,365.3190043,230.5255523,0.775762211,67299,0.697943308,989.581,"Kecimen"
"326",34977,267.7377387,170.8372462,0.769972704,37747,0.669480333,754.366,"Kecimen"
"328",66998,338.5866405,257.3438202,0.649860993,69844,0.757604541,1006.22,"Kecimen"
"329",57310,351.396481,209.8812282,0.80203462,59225,0.699832704,940.413,"Kecimen"
"331",56837,368.3727265,198.7746557,0.841920242,59040,0.634965144,973.599,"Kecimen"
"332",53497,352.5027525,194.9811366,0.833092526,54875,0.691175711,921.762,"Kecimen"
"335",72483,334.4176092,282.6808891,0.534302927,74945,0.706179792,1052.159,"Kecimen"
"336",52836,340.4047822,204.3355331,0.799795765,55143,0.817388614,928.274,"Kecimen"
"337",68119,385.3917044,230.7152076,0.801009823,70719,0.6593012,1026.686,"Kecimen"
"338",83490,421.8829433,254.3101831,0.797893855,86319,0.70994898,1168.247,"Kecimen"
"339",74612,430.8651894,229.2867182,0.846647455,79297,0.665346888,1140.399,"Kecimen"
"341",39724,271.6656922,189.484632,0.716592623,41587,0.724282537,781.97,"Kecimen"
"342",89051,418.5556402,274.9231996,0.754031829,92636,0.738675293,1196.03,"Kecimen"
"343",57612,352.4413648,210.0642098,0.80296515,58810,0.647718841,934.684,"Kecimen"
"344",65740,348.8811561,245.9761755,0.709164675,69233,0.740815867,1036.517,"Kecimen"
"345",69997,362.7413898,247.0913226,0.732118179,71994,0.722542219,1010.809,"Kecimen"
"346",75540,422.0984896,237.6386774,0.82646137,78465,0.705085125,1114.88,"Kecimen"
"348",61967,364.7840178,218.5661729,0.800624837,63724,0.687300355,981.059,"Kecimen"
"349",87149,444.6108356,253.2065911,0.82199021,91704,0.716220548,1189.483,"Kecimen"
"350",67798,418.4081341,207.825511,0.867919298,69356,0.691026582,1073.138,"Kecimen"
"351",49604,310.6056284,204.6545873,0.752240304,51007,0.760809215,855.392,"Kecimen"
"353",46601,277.3532801,216.2720505,0.626064816,48457,0.761653373,820.106,"Kecimen"
"354",53121,350.9683575,195.8674449,0.82978902,56120,0.732663025,930.619,"Kecimen"
"355",80101,377.616572,272.6713449,0.691804118,82949,0.725486822,1084.306,"Kecimen"
"357",58460,290.7535562,258.3843539,0.458544698,60254,0.774756149,908.357,"Kecimen"
"358",61792,400.5028283,197.7035112,0.869667343,64962,0.701161946,1026.109,"Kecimen"
"359",78084,395.2097616,254.3765834,0.765320366,80285,0.703003457,1097.299,"Kecimen"
"361",48809,332.2648929,190.3513649,0.81963199,51847,0.66134168,928.016,"Kecimen"
"362",49039,285.4020871,220.8199013,0.633533709,50879,0.714770872,841.666,"Kecimen"
"364",103377,460.6704313,287.9931727,0.780495845,105569,0.726967785,1230.233,"Kecimen"
"365",73972,359.2726917,263.3333902,0.680269105,75353,0.754739312,1017.749,"Kecimen"
"367",69151,341.6460576,258.3928669,0.654204824,70703,0.75184561,989.917,"Kecimen"
"368",56518,319.1919279,230.7099964,0.691063598,58879,0.718647085,916.396,"Kecimen"
"369",86314,390.4129792,282.2148203,0.690992119,87873,0.733663131,1106.033,"Kecimen"
"370",56477,334.588138,219.1856198,0.755550137,58408,0.685666764,941.429,"Kecimen"
"371",32097,264.4163841,157.9904179,0.801864322,33699,0.681117902,713.775,"Kecimen"
"372",71284,356.2592463,256.4883397,0.694027404,72618,0.742975069,1011.054,"Kecimen"
"374",100835,419.7533709,306.9548981,0.682083382,102881,0.752578628,1202.369,"Kecimen"
"375",66752,370.5036219,231.5511993,0.78065406,69039,0.742390035,1006.028,"Kecimen"
"378",38569,272.9372082,181.8567206,0.745688178,39909,0.716030818,757.295,"Kecimen"
"379",53964,368.074061,189.8138686,0.856772375,55662,0.603678181,943.599,"Kecimen"
"381",83071,400.4656882,265.928797,0.747689152,84531,0.718458106,1112.784,"Kecimen"
"383",26908,245.7557814,143.7108718,0.811198369,28607,0.693487281,678.815,"Kecimen"
"385",76222,388.8073993,250.6960737,0.764366384,77958,0.73744195,1065.68,"Kecimen"
"387",65123,382.3576865,218.8887484,0.819924857,66825,0.764336518,1018.353,"Kecimen"
"388",65091,392.4932707,216.8275716,0.833555048,69597,0.664193878,1079.752,"Kecimen"
"389",68400,363.5065315,249.5814954,0.727040805,72981,0.725744843,1079.973,"Kecimen"
"390",64056,393.6167673,209.630823,0.846382218,65958,0.767873412,1014.268,"Kecimen"
"392",80353,394.340189,264.5790871,0.74151054,83419,0.668021782,1120.777,"Kecimen"
"395",89345,435.5508797,262.0614475,0.798738633,91337,0.713846277,1176.657,"Kecimen"
"396",31275,264.687187,156.3955455,0.806767261,33540,0.658393331,727.561,"Kecimen"
"397",75431,433.6712228,222.9994167,0.857662466,78125,0.723184154,1103.236,"Kecimen"
"398",72718,397.902945,235.5598942,0.805935469,74803,0.746867425,1073.916,"Kecimen"
"399",82886,424.8227093,253.171548,0.803024243,85879,0.648281256,1163.528,"Kecimen"
"402",39368,296.6559478,171.2081645,0.816654393,41361,0.619968504,798.546,"Kecimen"
"404",91764,433.7681595,270.2860947,0.782132713,93480,0.692924564,1165.084,"Kecimen"
"405",79252,398.8445645,254.1729295,0.770638009,80799,0.705007428,1074.108,"Kecimen"
"406",50530,328.9180154,198.2839196,0.797864438,52600,0.681695537,897.796,"Kecimen"
"408",73311,391.8675067,239.6017637,0.791294159,74825,0.689966401,1046.52,"Kecimen"
"409",82793,428.1169055,249.3908796,0.812809305,84950,0.742458211,1130.673,"Kecimen"
"410",104921,452.8630128,297.0241867,0.754864415,108211,0.726297937,1254.861,"Kecimen"
"411",59654,350.8999545,219.4898675,0.780219721,62384,0.713052833,979.727,"Kecimen"
"413",57438,344.9801825,215.4342255,0.781038479,58924,0.693394176,935.816,"Kecimen"
"414",55129,336.021702,210.4280656,0.779635513,56855,0.750401546,910.837,"Kecimen"
"415",37302,284.3301121,170.5330024,0.800171576,39280,0.721173923,761.131,"Kecimen"
"416",58357,338.3209626,220.464395,0.758526041,59383,0.738172941,915.379,"Kecimen"
"418",47555,330.8992812,186.2529038,0.82654621,50165,0.680708836,873.837,"Kecimen"
"419",71762,387.6741043,236.8736053,0.791621183,73593,0.701677879,1038.741,"Kecimen"
"420",84677,401.6681425,269.6684468,0.741121199,86777,0.751028843,1118.999,"Kecimen"
"421",86421,367.1703365,300.7939859,0.573476639,87929,0.748622661,1080.007,"Kecimen"
"422",90191,431.3669658,272.751395,0.7747273,93719,0.625024255,1179.374,"Kecimen"
"423",34638,251.7422462,178.341115,0.705783651,35824,0.749399624,713.94,"Kecimen"
"424",39275,274.0659935,185.4112735,0.736423765,40747,0.712562139,772.501,"Kecimen"
"426",85954,405.9151667,272.0833254,0.742093815,87690,0.714817957,1104.717,"Kecimen"
"427",56589,343.9347569,213.1333342,0.784845746,58274,0.659853078,931.451,"Kecimen"
"428",39622,280.1124767,185.1922062,0.750266822,40539,0.733007733,766.531,"Kecimen"
